epi_week,date,state,newCases
103,2021-01-17,AC,146
103,2021-01-17,AL,475
103,2021-01-17,AM,1277
103,2021-01-17,AP,204
103,2021-01-17,BA,3401
103,2021-01-17,CE,0
103,2021-01-17,DF,471
103,2021-01-17,ES,995
103,2021-01-17,GO,135
103,2021-01-17,MA,89
103,2021-01-17,MG,6812
103,2021-01-17,MS,446
103,2021-01-17,MT,560
103,2021-01-17,PA,290
103,2021-01-17,PB,1008
103,2021-01-17,PE,482
103,2021-01-17,PI,222
103,2021-01-17,PR,1563
103,2021-01-17,RJ,947
103,2021-01-17,RN,1025
103,2021-01-17,RO,883
103,2021-01-17,RR,117
103,2021-01-17,RS,1864
103,2021-01-17,SC,1403
103,2021-01-17,SE,680
103,2021-01-17,SP,5720
103,2021-01-17,TO,199
103,2021-01-18,AC,8
103,2021-01-18,AL,281
103,2021-01-18,AM,1790
103,2021-01-18,AP,209
103,2021-01-18,BA,2548
103,2021-01-18,CE,2138
103,2021-01-18,DF,1047
103,2021-01-18,ES,1853
103,2021-01-18,GO,1909
103,2021-01-18,MA,158
103,2021-01-18,MG,2482
103,2021-01-18,MS,1082
103,2021-01-18,MT,1119
103,2021-01-18,PA,1247
103,2021-01-18,PB,0
103,2021-01-18,PE,322
103,2021-01-18,PI,592
103,2021-01-18,PR,1113
103,2021-01-18,RJ,373
103,2021-01-18,RN,395
103,2021-01-18,RO,1275
103,2021-01-18,RR,167
103,2021-01-18,RS,1173
103,2021-01-18,SC,1644
103,2021-01-18,SE,459
103,2021-01-18,SP,2933
103,2021-01-18,TO,607
103,2021-01-19,AC,433
103,2021-01-19,AL,373
103,2021-01-19,AM,1537
103,2021-01-19,AP,419
103,2021-01-19,BA,4004
103,2021-01-19,CE,868
103,2021-01-19,DF,612
103,2021-01-19,ES,1682
103,2021-01-19,GO,2285
103,2021-01-19,MA,383
103,2021-01-19,MG,5865
103,2021-01-19,MS,1031
103,2021-01-19,MT,1979
103,2021-01-19,PA,1569
103,2021-01-19,PB,238
103,2021-01-19,PE,1635
103,2021-01-19,PI,786
103,2021-01-19,PR,4858
103,2021-01-19,RJ,4375
103,2021-01-19,RN,1329
103,2021-01-19,RO,1041
103,2021-01-19,RR,219
103,2021-01-19,RS,4285
103,2021-01-19,SC,3133
103,2021-01-19,SE,651
103,2021-01-19,SP,15953
103,2021-01-19,TO,594
103,2021-01-20,AC,221
103,2021-01-20,AL,379
103,2021-01-20,AM,5009
103,2021-01-20,AP,265
103,2021-01-20,BA,4991
103,2021-01-20,CE,1419
103,2021-01-20,DF,620
103,2021-01-20,ES,1387
103,2021-01-20,GO,1880
103,2021-01-20,MA,336
103,2021-01-20,MG,7429
103,2021-01-20,MS,1064
103,2021-01-20,MT,1602
103,2021-01-20,PA,1487
103,2021-01-20,PB,1272
103,2021-01-20,PE,1770
103,2021-01-20,PI,774
103,2021-01-20,PR,3767
103,2021-01-20,RJ,4015
103,2021-01-20,RN,899
103,2021-01-20,RO,1096
103,2021-01-20,RR,132
103,2021-01-20,RS,3945
103,2021-01-20,SC,3057
103,2021-01-20,SE,781
103,2021-01-20,SP,14411
103,2021-01-20,TO,462
103,2021-01-21,AC,300
103,2021-01-21,AL,378
103,2021-01-21,AM,2202
103,2021-01-21,AP,225
103,2021-01-21,BA,4455
103,2021-01-21,CE,1274
103,2021-01-21,DF,834
103,2021-01-21,ES,1618
103,2021-01-21,GO,1378
103,2021-01-21,MA,467
103,2021-01-21,MG,8831
103,2021-01-21,MS,889
103,2021-01-21,MT,1415
103,2021-01-21,PA,2057
103,2021-01-21,PB,1111
103,2021-01-21,PE,1985
103,2021-01-21,PI,626
103,2021-01-21,PR,3127
103,2021-01-21,RJ,3306
103,2021-01-21,RN,846
103,2021-01-21,RO,1310
103,2021-01-21,RR,157
103,2021-01-21,RS,4025
103,2021-01-21,SC,2731
103,2021-01-21,SE,737
103,2021-01-21,SP,12118
103,2021-01-21,TO,535
103,2021-01-22,AC,258
103,2021-01-22,AL,351
103,2021-01-22,AM,3975
103,2021-01-22,AP,339
103,2021-01-22,BA,4130
103,2021-01-22,CE,1295
103,2021-01-22,DF,1054
103,2021-01-22,ES,1952
103,2021-01-22,GO,2208
103,2021-01-22,MA,298
103,2021-01-22,MG,9593
103,2021-01-22,MS,962
103,2021-01-22,MT,1585
103,2021-01-22,PA,1700
103,2021-01-22,PB,1309
103,2021-01-22,PE,1714
103,2021-01-22,PI,708
103,2021-01-22,PR,3578
103,2021-01-22,RJ,669
103,2021-01-22,RN,892
103,2021-01-22,RO,1422
103,2021-01-22,RR,387
103,2021-01-22,RS,3054
103,2021-01-22,SC,2838
103,2021-01-22,SE,812
103,2021-01-22,SP,9005
103,2021-01-22,TO,503
103,2021-01-23,AC,252
103,2021-01-23,AL,457
103,2021-01-23,AM,3404
103,2021-01-23,AP,180
103,2021-01-23,BA,4566
103,2021-01-23,CE,1378
103,2021-01-23,DF,956
103,2021-01-23,ES,858
103,2021-01-23,GO,219
103,2021-01-23,MA,331
103,2021-01-23,MG,8873
103,2021-01-23,MS,487
103,2021-01-23,MT,982
103,2021-01-23,PA,901
103,2021-01-23,PB,1134
103,2021-01-23,PE,1652
103,2021-01-23,PI,257
103,2021-01-23,PR,3127
103,2021-01-23,RJ,5389
103,2021-01-23,RN,38
103,2021-01-23,RO,933
103,2021-01-23,RR,186
103,2021-01-23,RS,3815
103,2021-01-23,SC,2626
103,2021-01-23,SE,502
103,2021-01-23,SP,14596
103,2021-01-23,TO,195
104,2021-01-24,AC,190
104,2021-01-24,AL,507
104,2021-01-24,AM,1152
104,2021-01-24,AP,195
104,2021-01-24,BA,2854
104,2021-01-24,CE,1616
104,2021-01-24,DF,821
104,2021-01-24,ES,800
104,2021-01-24,GO,79
104,2021-01-24,MA,85
104,2021-01-24,MG,4171
104,2021-01-24,MS,252
104,2021-01-24,MT,339
104,2021-01-24,PA,768
104,2021-01-24,PB,819
104,2021-01-24,PE,537
104,2021-01-24,PI,361
104,2021-01-24,PR,1821
104,2021-01-24,RJ,1017
104,2021-01-24,RN,1250
104,2021-01-24,RO,968
104,2021-01-24,RR,149
104,2021-01-24,RS,863
104,2021-01-24,SC,1201
104,2021-01-24,SE,492
104,2021-01-24,SP,5072
104,2021-01-24,TO,138
104,2021-01-25,AC,110
104,2021-01-25,AL,667
104,2021-01-25,AM,1222
104,2021-01-25,AP,151
104,2021-01-25,BA,1423
104,2021-01-25,CE,1673
104,2021-01-25,DF,1148
104,2021-01-25,ES,1551
104,2021-01-25,GO,2744
104,2021-01-25,MA,140
104,2021-01-25,MG,2697
104,2021-01-25,MS,1047
104,2021-01-25,MT,914
104,2021-01-25,PA,1349
104,2021-01-25,PB,1181
104,2021-01-25,PE,589
104,2021-01-25,PI,426
104,2021-01-25,PR,1870
104,2021-01-25,RJ,234
104,2021-01-25,RN,616
104,2021-01-25,RO,996
104,2021-01-25,RR,194
104,2021-01-25,RS,905
104,2021-01-25,SC,2407
104,2021-01-25,SE,826
104,2021-01-25,SP,2867
104,2021-01-25,TO,581
104,2021-01-26,AC,235
104,2021-01-26,AL,547
104,2021-01-26,AM,3525
104,2021-01-26,AP,241
104,2021-01-26,BA,3349
104,2021-01-26,CE,1149
104,2021-01-26,DF,1056
104,2021-01-26,ES,1155
104,2021-01-26,GO,1917
104,2021-01-26,MA,299
104,2021-01-26,MG,5707
104,2021-01-26,MS,582
104,2021-01-26,MT,1553
104,2021-01-26,PA,2396
104,2021-01-26,PB,1126
104,2021-01-26,PE,2124
104,2021-01-26,PI,726
104,2021-01-26,PR,6829
104,2021-01-26,RJ,4160
104,2021-01-26,RN,831
104,2021-01-26,RO,1239
104,2021-01-26,RR,265
104,2021-01-26,RS,3994
104,2021-01-26,SC,2781
104,2021-01-26,SE,348
104,2021-01-26,SP,12959
104,2021-01-26,TO,505
104,2021-01-27,AC,345
104,2021-01-27,AL,563
104,2021-01-27,AM,3146
104,2021-01-27,AP,299
104,2021-01-27,BA,3970
104,2021-01-27,CE,933
104,2021-01-27,DF,1052
104,2021-01-27,ES,1246
104,2021-01-27,GO,2866
104,2021-01-27,MA,370
104,2021-01-27,MG,8392
104,2021-01-27,MS,791
104,2021-01-27,MT,1648
104,2021-01-27,PA,2272
104,2021-01-27,PB,1213
104,2021-01-27,PE,2068
104,2021-01-27,PI,594
104,2021-01-27,PR,3272
104,2021-01-27,RJ,3517
104,2021-01-27,RN,462
104,2021-01-27,RO,1669
104,2021-01-27,RR,317
104,2021-01-27,RS,3802
104,2021-01-27,SC,2949
104,2021-01-27,SE,553
104,2021-01-27,SP,16041
104,2021-01-27,TO,411
104,2021-01-28,AC,342
104,2021-01-28,AL,433
104,2021-01-28,AM,1852
104,2021-01-28,AP,371
104,2021-01-28,BA,3645
104,2021-01-28,CE,1523
104,2021-01-28,DF,1174
104,2021-01-28,ES,1169
104,2021-01-28,GO,2213
104,2021-01-28,MA,390
104,2021-01-28,MG,8318
104,2021-01-28,MS,750
104,2021-01-28,MT,1492
104,2021-01-28,PA,1719
104,2021-01-28,PB,1044
104,2021-01-28,PE,1494
104,2021-01-28,PI,306
104,2021-01-28,PR,4491
104,2021-01-28,RJ,3678
104,2021-01-28,RN,828
104,2021-01-28,RO,970
104,2021-01-28,RR,416
104,2021-01-28,RS,3411
104,2021-01-28,SC,2564
104,2021-01-28,SE,829
104,2021-01-28,SP,14776
104,2021-01-28,TO,546
104,2021-01-29,AC,475
104,2021-01-29,AL,394
104,2021-01-29,AM,2116
104,2021-01-29,AP,377
104,2021-01-29,BA,4173
104,2021-01-29,CE,1055
104,2021-01-29,DF,1087
104,2021-01-29,ES,1613
104,2021-01-29,GO,2362
104,2021-01-29,MA,465
104,2021-01-29,MG,6000
104,2021-01-29,MS,742
104,2021-01-29,MT,1802
104,2021-01-29,PA,1519
104,2021-01-29,PB,1125
104,2021-01-29,PE,1748
104,2021-01-29,PI,809
104,2021-01-29,PR,3116
104,2021-01-29,RJ,4077
104,2021-01-29,RN,955
104,2021-01-29,RO,1225
104,2021-01-29,RR,255
104,2021-01-29,RS,3342
104,2021-01-29,SC,3428
104,2021-01-29,SE,895
104,2021-01-29,SP,13887
104,2021-01-29,TO,442
104,2021-01-30,AC,411
104,2021-01-30,AL,514
104,2021-01-30,AM,4420
104,2021-01-30,AP,196
104,2021-01-30,BA,4078
104,2021-01-30,CE,0
104,2021-01-30,DF,884
104,2021-01-30,ES,642
104,2021-01-30,GO,183
104,2021-01-30,MA,270
104,2021-01-30,MG,8001
104,2021-01-30,MS,398
104,2021-01-30,MT,1046
104,2021-01-30,PA,506
104,2021-01-30,PB,1065
104,2021-01-30,PE,1954
104,2021-01-30,PI,439
104,2021-01-30,PR,3862
104,2021-01-30,RJ,3862
104,2021-01-30,RN,0
104,2021-01-30,RO,757
104,2021-01-30,RR,206
104,2021-01-30,RS,3209
104,2021-01-30,SC,2512
104,2021-01-30,SE,519
104,2021-01-30,SP,13067
104,2021-01-30,TO,109
105,2021-01-31,AC,120
105,2021-01-31,AL,481
105,2021-01-31,AM,1400
105,2021-01-31,AP,157
105,2021-01-31,BA,2148
105,2021-01-31,CE,3311
105,2021-01-31,DF,538
105,2021-01-31,ES,1099
105,2021-01-31,GO,289
105,2021-01-31,MA,73
105,2021-01-31,MG,4518
105,2021-01-31,MS,350
105,2021-01-31,MT,413
105,2021-01-31,PA,180
105,2021-01-31,PB,1104
105,2021-01-31,PE,621
105,2021-01-31,PI,267
105,2021-01-31,PR,1903
105,2021-01-31,RJ,237
105,2021-01-31,RN,968
105,2021-01-31,RO,706
105,2021-01-31,RR,149
105,2021-01-31,RS,574
105,2021-01-31,SC,1199
105,2021-01-31,SE,618
105,2021-01-31,SP,4344
105,2021-01-31,TO,131
105,2021-02-01,AC,353
105,2021-02-01,AL,452
105,2021-02-01,AM,1323
105,2021-02-01,AP,363
105,2021-02-01,BA,1128
105,2021-02-01,CE,1413
105,2021-02-01,DF,797
105,2021-02-01,ES,1230
105,2021-02-01,GO,1670
105,2021-02-01,MA,161
105,2021-02-01,MG,1779
105,2021-02-01,MS,849
105,2021-02-01,MT,992
105,2021-02-01,PA,1677
105,2021-02-01,PB,1014
105,2021-02-01,PE,445
105,2021-02-01,PI,451
105,2021-02-01,PR,2652
105,2021-02-01,RJ,2031
105,2021-02-01,RN,566
105,2021-02-01,RO,949
105,2021-02-01,RR,103
105,2021-02-01,RS,780
105,2021-02-01,SC,1735
105,2021-02-01,SE,770
105,2021-02-01,SP,2354
105,2021-02-01,TO,442
105,2021-02-02,AC,229
105,2021-02-02,AL,521
105,2021-02-02,AM,2460
105,2021-02-02,AP,325
105,2021-02-02,BA,3536
105,2021-02-02,CE,1604
105,2021-02-02,DF,409
105,2021-02-02,ES,1282
105,2021-02-02,GO,2230
105,2021-02-02,MA,549
105,2021-02-02,MG,4707
105,2021-02-02,MS,783
105,2021-02-02,MT,1678
105,2021-02-02,PA,1889
105,2021-02-02,PB,867
105,2021-02-02,PE,1977
105,2021-02-02,PI,511
105,2021-02-02,PR,4319
105,2021-02-02,RJ,3278
105,2021-02-02,RN,413
105,2021-02-02,RO,1154
105,2021-02-02,RR,338
105,2021-02-02,RS,3255
105,2021-02-02,SC,2802
105,2021-02-02,SE,424
105,2021-02-02,SP,14297
105,2021-02-02,TO,425
105,2021-02-03,AC,498
105,2021-02-03,AL,347
105,2021-02-03,AM,2685
105,2021-02-03,AP,260
105,2021-02-03,BA,3370
105,2021-02-03,CE,1563
105,2021-02-03,DF,656
105,2021-02-03,ES,1120
105,2021-02-03,GO,1645
105,2021-02-03,MA,526
105,2021-02-03,MG,5947
105,2021-02-03,MS,689
105,2021-02-03,MT,2122
105,2021-02-03,PA,1652
105,2021-02-03,PB,1054
105,2021-02-03,PE,1627
105,2021-02-03,PI,696
105,2021-02-03,PR,2466
105,2021-02-03,RJ,3249
105,2021-02-03,RN,803
105,2021-02-03,RO,947
105,2021-02-03,RR,255
105,2021-02-03,RS,3036
105,2021-02-03,SC,3185
105,2021-02-03,SE,612
105,2021-02-03,SP,12990
105,2021-02-03,TO,401
105,2021-02-04,AC,397
105,2021-02-04,AL,370
105,2021-02-04,AM,2689
105,2021-02-04,AP,224
105,2021-02-04,BA,3295
105,2021-02-04,CE,1362
105,2021-02-04,DF,430
105,2021-02-04,ES,1463
105,2021-02-04,GO,2076
105,2021-02-04,MA,361
105,2021-02-04,MG,10052
105,2021-02-04,MS,622
105,2021-02-04,MT,1195
105,2021-02-04,PA,1749
105,2021-02-04,PB,963
105,2021-02-04,PE,1650
105,2021-02-04,PI,388
105,2021-02-04,PR,3287
105,2021-02-04,RJ,2852
105,2021-02-04,RN,0
105,2021-02-04,RO,1030
105,2021-02-04,RR,328
105,2021-02-04,RS,2772
105,2021-02-04,SC,2891
105,2021-02-04,SE,388
105,2021-02-04,SP,13932
105,2021-02-04,TO,334
105,2021-02-05,AC,178
105,2021-02-05,AL,570
105,2021-02-05,AM,2238
105,2021-02-05,AP,210
105,2021-02-05,BA,3357
105,2021-02-05,CE,1440
105,2021-02-05,DF,624
105,2021-02-05,ES,1505
105,2021-02-05,GO,2216
105,2021-02-05,MA,246
105,2021-02-05,MG,5441
105,2021-02-05,MS,827
105,2021-02-05,MT,1353
105,2021-02-05,PA,1594
105,2021-02-05,PB,1060
105,2021-02-05,PE,1487
105,2021-02-05,PI,812
105,2021-02-05,PR,2846
105,2021-02-05,RJ,2757
105,2021-02-05,RN,53
105,2021-02-05,RO,1159
105,2021-02-05,RR,204
105,2021-02-05,RS,3415
105,2021-02-05,SC,3021
105,2021-02-05,SE,394
105,2021-02-05,SP,12222
105,2021-02-05,TO,452
105,2021-02-06,AC,332
105,2021-02-06,AL,427
105,2021-02-06,AM,2965
105,2021-02-06,AP,223
105,2021-02-06,BA,3270
105,2021-02-06,CE,1604
105,2021-02-06,DF,573
105,2021-02-06,ES,1132
105,2021-02-06,GO,210
105,2021-02-06,MA,273
105,2021-02-06,MG,4649
105,2021-02-06,MS,412
105,2021-02-06,MT,625
105,2021-02-06,PA,623
105,2021-02-06,PB,918
105,2021-02-06,PE,1451
105,2021-02-06,PI,257
105,2021-02-06,PR,3447
105,2021-02-06,RJ,2690
105,2021-02-06,RN,888
105,2021-02-06,RO,851
105,2021-02-06,RR,220
105,2021-02-06,RS,3166
105,2021-02-06,SC,2723
105,2021-02-06,SE,267
105,2021-02-06,SP,11923
105,2021-02-06,TO,190
106,2021-02-07,AC,92
106,2021-02-07,AL,239
106,2021-02-07,AM,985
106,2021-02-07,AP,153
106,2021-02-07,BA,1884
106,2021-02-07,CE,0
106,2021-02-07,DF,403
106,2021-02-07,ES,993
106,2021-02-07,GO,97
106,2021-02-07,MA,174
106,2021-02-07,MG,7050
106,2021-02-07,MS,350
106,2021-02-07,MT,415
106,2021-02-07,PA,603
106,2021-02-07,PB,664
106,2021-02-07,PE,864
106,2021-02-07,PI,232
106,2021-02-07,PR,1561
106,2021-02-07,RJ,162
106,2021-02-07,RN,1884
106,2021-02-07,RO,419
106,2021-02-07,RR,108
106,2021-02-07,RS,510
106,2021-02-07,SC,1575
106,2021-02-07,SE,351
106,2021-02-07,SP,4248
106,2021-02-07,TO,145
106,2021-02-08,AC,148
106,2021-02-08,AL,451
106,2021-02-08,AM,919
106,2021-02-08,AP,191
106,2021-02-08,BA,1809
106,2021-02-08,CE,2222
106,2021-02-08,DF,544
106,2021-02-08,ES,886
106,2021-02-08,GO,2025
106,2021-02-08,MA,239
106,2021-02-08,MG,2104
106,2021-02-08,MS,1037
106,2021-02-08,MT,1742
106,2021-02-08,PA,1777
106,2021-02-08,PB,611
106,2021-02-08,PE,741
106,2021-02-08,PI,450
106,2021-02-08,PR,1444
106,2021-02-08,RJ,2101
106,2021-02-08,RN,491
106,2021-02-08,RO,995
106,2021-02-08,RR,223
106,2021-02-08,RS,493
106,2021-02-08,SC,1205
106,2021-02-08,SE,841
106,2021-02-08,SP,2442
106,2021-02-08,TO,447
106,2021-02-09,AC,575
106,2021-02-09,AL,458
106,2021-02-09,AM,1442
106,2021-02-09,AP,284
106,2021-02-09,BA,3584
106,2021-02-09,CE,2265
106,2021-02-09,DF,525
106,2021-02-09,ES,1119
106,2021-02-09,GO,2346
106,2021-02-09,MA,522
106,2021-02-09,MG,3972
106,2021-02-09,MS,846
106,2021-02-09,MT,898
106,2021-02-09,PA,1432
106,2021-02-09,PB,971
106,2021-02-09,PE,1736
106,2021-02-09,PI,410
106,2021-02-09,PR,3929
106,2021-02-09,RJ,1009
106,2021-02-09,RN,957
106,2021-02-09,RO,946
106,2021-02-09,RR,284
106,2021-02-09,RS,3707
106,2021-02-09,SC,2785
106,2021-02-09,SE,609
106,2021-02-09,SP,13201
106,2021-02-09,TO,393
106,2021-02-10,AC,410
106,2021-02-10,AL,422
106,2021-02-10,AM,2744
106,2021-02-10,AP,230
106,2021-02-10,BA,3450
106,2021-02-10,CE,965
106,2021-02-10,DF,578
106,2021-02-10,ES,1570
106,2021-02-10,GO,2171
106,2021-02-10,MA,514
106,2021-02-10,MG,6466
106,2021-02-10,MS,822
106,2021-02-10,MT,1180
106,2021-02-10,PA,1881
106,2021-02-10,PB,1140
106,2021-02-10,PE,1531
106,2021-02-10,PI,665
106,2021-02-10,PR,2450
106,2021-02-10,RJ,5985
106,2021-02-10,RN,975
106,2021-02-10,RO,870
106,2021-02-10,RR,309
106,2021-02-10,RS,5596
106,2021-02-10,SC,3096
106,2021-02-10,SE,828
106,2021-02-10,SP,13825
106,2021-02-10,TO,421
106,2021-02-11,AC,493
106,2021-02-11,AL,466
106,2021-02-11,AM,2205
106,2021-02-11,AP,331
106,2021-02-11,BA,3253
106,2021-02-11,CE,2808
106,2021-02-11,DF,545
106,2021-02-11,ES,1534
106,2021-02-11,GO,1788
106,2021-02-11,MA,591
106,2021-02-11,MG,6504
106,2021-02-11,MS,700
106,2021-02-11,MT,1167
106,2021-02-11,PA,1783
106,2021-02-11,PB,1130
106,2021-02-11,PE,1643
106,2021-02-11,PI,696
106,2021-02-11,PR,3461
106,2021-02-11,RJ,2033
106,2021-02-11,RN,571
106,2021-02-11,RO,714
106,2021-02-11,RR,337
106,2021-02-11,RS,3333
106,2021-02-11,SC,3350
106,2021-02-11,SE,499
106,2021-02-11,SP,11167
106,2021-02-11,TO,496
106,2021-02-12,AC,376
106,2021-02-12,AL,508
106,2021-02-12,AM,2445
106,2021-02-12,AP,356
106,2021-02-12,BA,3636
106,2021-02-12,CE,0
106,2021-02-12,DF,512
106,2021-02-12,ES,1436
106,2021-02-12,GO,1570
106,2021-02-12,MA,559
106,2021-02-12,MG,5554
106,2021-02-12,MS,818
106,2021-02-12,MT,1350
106,2021-02-12,PA,1354
106,2021-02-12,PB,1137
106,2021-02-12,PE,1380
106,2021-02-12,PI,461
106,2021-02-12,PR,2591
106,2021-02-12,RJ,2768
106,2021-02-12,RN,0
106,2021-02-12,RO,838
106,2021-02-12,RR,228
106,2021-02-12,RS,3173
106,2021-02-12,SC,3361
106,2021-02-12,SE,437
106,2021-02-12,SP,11605
106,2021-02-12,TO,480
106,2021-02-13,AC,372
106,2021-02-13,AL,626
106,2021-02-13,AM,1828
106,2021-02-13,AP,183
106,2021-02-13,BA,3587
106,2021-02-13,CE,2793
106,2021-02-13,DF,595
106,2021-02-13,ES,776
106,2021-02-13,GO,396
106,2021-02-13,MA,517
106,2021-02-13,MG,5352
106,2021-02-13,MS,396
106,2021-02-13,MT,1028
106,2021-02-13,PA,463
106,2021-02-13,PB,830
106,2021-02-13,PE,1805
106,2021-02-13,PI,538
106,2021-02-13,PR,3158
106,2021-02-13,RJ,2158
106,2021-02-13,RN,0
106,2021-02-13,RO,249
106,2021-02-13,RR,259
106,2021-02-13,RS,3506
106,2021-02-13,SC,2755
106,2021-02-13,SE,656
106,2021-02-13,SP,9837
106,2021-02-13,TO,189
107,2021-02-14,AC,107
107,2021-02-14,AL,670
107,2021-02-14,AM,632
107,2021-02-14,AP,154
107,2021-02-14,BA,2584
107,2021-02-14,CE,1256
107,2021-02-14,DF,537
107,2021-02-14,ES,588
107,2021-02-14,GO,376
107,2021-02-14,MA,154
107,2021-02-14,MG,3184
107,2021-02-14,MS,395
107,2021-02-14,MT,212
107,2021-02-14,PA,485
107,2021-02-14,PB,641
107,2021-02-14,PE,891
107,2021-02-14,PI,241
107,2021-02-14,PR,1144
107,2021-02-14,RJ,795
107,2021-02-14,RN,8797
107,2021-02-14,RO,819
107,2021-02-14,RR,71
107,2021-02-14,RS,1322
107,2021-02-14,SC,1865
107,2021-02-14,SE,536
107,2021-02-14,SP,2187
107,2021-02-14,TO,77
107,2021-02-15,AC,428
107,2021-02-15,AL,749
107,2021-02-15,AM,925
107,2021-02-15,AP,135
107,2021-02-15,BA,1796
107,2021-02-15,CE,1589
107,2021-02-15,DF,738
107,2021-02-15,ES,515
107,2021-02-15,GO,1985
107,2021-02-15,MA,213
107,2021-02-15,MG,1446
107,2021-02-15,MS,911
107,2021-02-15,MT,1056
107,2021-02-15,PA,1223
107,2021-02-15,PB,995
107,2021-02-15,PE,803
107,2021-02-15,PI,491
107,2021-02-15,PR,1406
107,2021-02-15,RJ,706
107,2021-02-15,RN,214
107,2021-02-15,RO,781
107,2021-02-15,RR,166
107,2021-02-15,RS,969
107,2021-02-15,SC,2277
107,2021-02-15,SE,648
107,2021-02-15,SP,2316
107,2021-02-15,TO,320
107,2021-02-16,AC,135
107,2021-02-16,AL,632
107,2021-02-16,AM,1808
107,2021-02-16,AP,277
107,2021-02-16,BA,3849
107,2021-02-16,CE,12060
107,2021-02-16,DF,561
107,2021-02-16,ES,407
107,2021-02-16,GO,965
107,2021-02-16,MA,391
107,2021-02-16,MG,3049
107,2021-02-16,MS,574
107,2021-02-16,MT,1355
107,2021-02-16,PA,667
107,2021-02-16,PB,818
107,2021-02-16,PE,1582
107,2021-02-16,PI,513
107,2021-02-16,PR,8000
107,2021-02-16,RJ,8385
107,2021-02-16,RN,277
107,2021-02-16,RO,749
107,2021-02-16,RR,371
107,2021-02-16,RS,1897
107,2021-02-16,SC,3757
107,2021-02-16,SE,417
107,2021-02-16,SP,11496
107,2021-02-16,TO,272
107,2021-02-17,AC,302
107,2021-02-17,AL,650
107,2021-02-17,AM,1808
107,2021-02-17,AP,271
107,2021-02-17,BA,3733
107,2021-02-17,CE,0
107,2021-02-17,DF,583
107,2021-02-17,ES,929
107,2021-02-17,GO,1818
107,2021-02-17,MA,580
107,2021-02-17,MG,5159
107,2021-02-17,MS,833
107,2021-02-17,MT,1701
107,2021-02-17,PA,1134
107,2021-02-17,PB,1014
107,2021-02-17,PE,1927
107,2021-02-17,PI,522
107,2021-02-17,PR,4060
107,2021-02-17,RJ,587
107,2021-02-17,RN,380
107,2021-02-17,RO,1117
107,2021-02-17,RR,326
107,2021-02-17,RS,1922
107,2021-02-17,SC,3529
107,2021-02-17,SE,464
107,2021-02-17,SP,11302
107,2021-02-17,TO,565
107,2021-02-18,AC,238
107,2021-02-18,AL,626
107,2021-02-18,AM,2141
107,2021-02-18,AP,259
107,2021-02-18,BA,4017
107,2021-02-18,CE,0
107,2021-02-18,DF,645
107,2021-02-18,ES,1062
107,2021-02-18,GO,1767
107,2021-02-18,MA,420
107,2021-02-18,MG,5547
107,2021-02-18,MS,871
107,2021-02-18,MT,1529
107,2021-02-18,PA,1564
107,2021-02-18,PB,1331
107,2021-02-18,PE,2226
107,2021-02-18,PI,779
107,2021-02-18,PR,3040
107,2021-02-18,RJ,2415
107,2021-02-18,RN,1297
107,2021-02-18,RO,955
107,2021-02-18,RR,428
107,2021-02-18,RS,4125
107,2021-02-18,SC,4659
107,2021-02-18,SE,279
107,2021-02-18,SP,10747
107,2021-02-18,TO,499
107,2021-02-19,AC,432
107,2021-02-19,AL,389
107,2021-02-19,AM,1950
107,2021-02-19,AP,219
107,2021-02-19,BA,4140
107,2021-02-19,CE,-1582
107,2021-02-19,DF,864
107,2021-02-19,ES,1634
107,2021-02-19,GO,1831
107,2021-02-19,MA,745
107,2021-02-19,MG,4989
107,2021-02-19,MS,1007
107,2021-02-19,MT,2284
107,2021-02-19,PA,1551
107,2021-02-19,PB,1191
107,2021-02-19,PE,1358
107,2021-02-19,PI,783
107,2021-02-19,PR,3632
107,2021-02-19,RJ,2256
107,2021-02-19,RN,0
107,2021-02-19,RO,1007
107,2021-02-19,RR,622
107,2021-02-19,RS,4197
107,2021-02-19,SC,4482
107,2021-02-19,SE,429
107,2021-02-19,SP,11105
107,2021-02-19,TO,622
107,2021-02-20,AC,181
107,2021-02-20,AL,502
107,2021-02-20,AM,1664
107,2021-02-20,AP,185
107,2021-02-20,BA,4100
107,2021-02-20,CE,1719
107,2021-02-20,DF,748
107,2021-02-20,ES,1254
107,2021-02-20,GO,183
107,2021-02-20,MA,634
107,2021-02-20,MG,9604
107,2021-02-20,MS,431
107,2021-02-20,MT,372
107,2021-02-20,PA,541
107,2021-02-20,PB,1349
107,2021-02-20,PE,1132
107,2021-02-20,PI,279
107,2021-02-20,PR,3858
107,2021-02-20,RJ,2250
107,2021-02-20,RN,421
107,2021-02-20,RO,497
107,2021-02-20,RR,162
107,2021-02-20,RS,4212
107,2021-02-20,SC,4577
107,2021-02-20,SE,333
107,2021-02-20,SP,10859
107,2021-02-20,TO,323
108,2021-02-21,AC,43
108,2021-02-21,AL,349
108,2021-02-21,AM,753
108,2021-02-21,AP,144
108,2021-02-21,BA,1851
108,2021-02-21,CE,2215
108,2021-02-21,DF,843
108,2021-02-21,ES,1175
108,2021-02-21,GO,192
108,2021-02-21,MA,85
108,2021-02-21,MG,3274
108,2021-02-21,MS,429
108,2021-02-21,MT,312
108,2021-02-21,PA,617
108,2021-02-21,PB,1004
108,2021-02-21,PE,944
108,2021-02-21,PI,257
108,2021-02-21,PR,2982
